00302,04A,611124520,0330,7802F,002836,0352,19-Dec-06,2106
00302,04A,611124520,0330,7802F,002906,0352,19-Dec-06,2105
00302,04A,611124520,0330,7802F,002931,0352,19-Dec-06,2106
00302,04A,611124520,0354,7808L,804754,0352,18-Dec-06,1404
00302,04A,611124520,0354,7808L,804836,0352,18-Dec-06,1405
00302,04A,611124520,0576,7814R,012415,0099,19-Dec-06,2036
00302,04A,611124520,0576,7814R,012516,0099,19-Dec-06,2036
00302,04A,611124520,0965,7808L,813309,0352,19-Dec-06,2102
00302,04A,611124520,0965,7808L,813310,0352,19-Dec-06,2101
00302,04A,611124520,0972,7808L,813850,0352,19-Dec-06,2101
00302,04A,611124520,0996,7710F,017527,0352,19-Dec-06,2102
00302,01C,611124520,958,7814R,012323,0352,19-Dec-06,0739
00302,03B,611124520,972,7814R,012316,0352,19-Dec-06,1701
00302,04B,611124520,0316,7404V,008181,0352,19-Dec-06,1816
00302,02A,611124520,0316,7814R,012430,0352,19-Dec-06,1226
00302,04B,611124520,0323,7404V,008178,0352,19-Dec-06,1816
00302,02B,611124520,0323,7814R,012410,0352,19-Dec-06,0354
00302,04B,611124520,0323,7904P,003768,0352,19-Dec-06,1334
00302,04B,611124520,0330,7404V,008142,0352,19-Dec-06,1816
00302,04B,611124520,0330,7404V,008155,0352,19-Dec-06,1817
00302,04B,611124520,0330,7904P,003755,0352,19-Dec-06,1334
00302,04B,611124520,0347,7802F,002673,0352,19-Dec-06,1816
00302,04B,611124520,0354,7404V,007822,0352,19-Dec-06,1817
00302,04B,611124520,0354,7404V,007830,0352,19-Dec-06,1817
00302,04B,611124520,0354,7404V,007861,0352,19-Dec-06,1816
00302,04B,611124520,0354,7814R,012458,0352,19-Dec-06,1238
00302,02A,611124520,0354,7814R,012470,0352,19-Dec-06,1225
00302,04B,611124520,0361,7802F,002701,0352,19-Dec-06,1816
00302,04B,611124520,0866,7802F,002842,0099,19-Dec-06,1524
00302,04B,611124520,0866,7802F,002844,0099,19-Dec-06,1525
00302,04B,611124520,0866,7802F,002845,0099,19-Dec-06,1525
00302,04B,611124520,0866,7802F,002846,0099,19-Dec-06,1525
00302,04B,611124520,0866,7802F,002849,0099,19-Dec-06,1524
00302,04B,611124520,0866,7802F,002851,0099,19-Dec-06,1525
00302,04B,611124520,0866,7802F,002855,0099,19-Dec-06,1525
00302,04B,611124520,0866,7802F,002871,0099,19-Dec-06,1524
00302,04B,611124520,0866,7802F,002873,0099,19-Dec-06,1524
00302,04B,611124520,0866,7802F,002874,0099,19-Dec-06,1524
00302,04B,611124520,0866,7802F,002878,0099,19-Dec-06,1524
00302,04B,611124520,0866,7802F,002885,0099,19-Dec-06,1524
00302,04C,611124520,0323,7814R,012410,0352,19-Dec-06,0723
00302,04C,611124520,0958,7804H,006318,0352,18-Dec-06,2101
00302,04C,611124520,0958,7808L,811656,0352,19-Dec-06,1021
00302,04C,611124520,0958,7808L,811657,0352,19-Dec-06,1023
00302,04C,611124520,0958,7808L,812753,0352,19-Dec-06,1022
00302,04C,611124520,0958,7808L,812925,0352,19-Dec-06,1024
00302,04C,611124520,0965,7808L,810846,0352,18-Dec-06,2102
00302,04C,611124520,0965,7808L,812223,0352,19-Dec-06,1021
00302,04C,611124520,0965,7808L,812914,0352,19-Dec-06,1022
00302,04C,611124520,0972,7808L,811481,0352,18-Dec-06,2103
00302,04C,611124520,0972,7808L,812228,0352,19-Dec-06,1024
00302,04C,611124520,0972,7808L,812926,0352,19-Dec-06,1006
00302,04C,611124520,0989,7404V,008101,0352,18-Dec-06,2100
00302,04C,611124520,0989,7808L,811117,0352,18-Dec-06,2101
00302,04C,611124520,0989,7808L,812204,0352,19-Dec-06,1023
00302,04C,611124520,0989,7808L,812933,0352,19-Dec-06,1021
00302,04C,611124520,0989,7808L,812934,0352,19-Dec-06,1022
00302,04C,611124520,958,7814R,012206,0352,18-Dec-06,2104
00302,02C,611124520,958,7814R,012237,0352,19-Dec-06,0357
00302,04C,611124520,965,7814R,012442,0352,19-Dec-06,1023
00302,04C,611124520,972,7814R,012288,0352,18-Dec-06,2142
00302,04C,611124520,972,7814R,012512,0352,19-Dec-06,1022
00302,04C,611124520,989,7814R,012192,0352,18-Dec-06,2103
00302,04C,611124520,989,7814R,012272,0352,18-Dec-06,2020
00302,04C,611124520,989,7814R,012293,0352,18-Dec-06,2104
00302,04C,611124520,989,7814R,012301,0352,18-Dec-06,2103
00302,04D,611124520,0330,7404V,007623,0352,18-Dec-06,1606
00302,04D,611124520,0330,7404V,007769,0352,18-Dec-06,1606
00302,04D,611124520,0958,7114H,007873,0352,18-Dec-06,1759
00302,02D,611124520,0996,7904P,003575,0352,18-Dec-06,0847
00302,03D,611124520,996,7814R,012243,0352,18-Dec-06,1837
